,year,sex,education,vocabulary,year_group
20040253,2004,Female,17,8,"(1995,2016]"
19820839,1982,Female,16,9,"[1974,1995]"
19900075,1990,Male,14,6,"[1974,1995]"
19761266,1976,Male,10,6,"[1974,1995]"
19960035,1996,Male,16,9,"(1995,2016]"
20140291,2014,Female,15,8,"(1995,2016]"
19740092,1974,Male,4,1,"[1974,1995]"
19941647,1994,Male,11,3,"[1974,1995]"
19900002,1990,Male,20,10,"[1974,1995]"
19881097,1988,Male,14,7,"[1974,1995]"
19880929,1988,Male,16,5,"[1974,1995]"
19911247,1991,Female,14,7,"[1974,1995]"
20000217,2000,Male,10,1,"(1995,2016]"
20000002,2000,Female,15,1,"(1995,2016]"
19760254,1976,Female,12,10,"[1974,1995]"
19820778,1982,Female,16,9,"[1974,1995]"
19901076,1990,Male,14,8,"[1974,1995]"
19910073,1991,Male,12,4,"[1974,1995]"
19760538,1976,Male,13,7,"[1974,1995]"
20001886,2000,Female,14,8,"(1995,2016]"
20040635,2004,Female,16,9,"(1995,2016]"
19911038,1991,Male,10,8,"[1974,1995]"
19980715,1998,Male,16,5,"(1995,2016]"
19962259,1996,Male,12,2,"(1995,2016]"
19901098,1990,Female,16,6,"[1974,1995]"
19780509,1978,Male,16,8,"[1974,1995]"
20142161,2014,Female,12,5,"(1995,2016]"
19931180,1993,Female,12,7,"[1974,1995]"
19941932,1994,Male,9,5,"[1974,1995]"
19982090,1998,Female,16,10,"(1995,2016]"
19740041,1974,Male,16,8,"[1974,1995]"
19961114,1996,Male,12,4,"(1995,2016]"
20060195,2006,Male,12,6,"(1995,2016]"
20040844,2004,Female,18,6,"(1995,2016]"
19940046,1994,Female,14,8,"[1974,1995]"
19961224,1996,Female,18,8,"(1995,2016]"
20040160,2004,Male,12,4,"(1995,2016]"
19930009,1993,Male,18,10,"[1974,1995]"
20141403,2014,Male,12,6,"(1995,2016]"
20080208,2008,Female,9,4,"(1995,2016]"
19761105,1976,Female,14,7,"[1974,1995]"
19780283,1978,Female,12,7,"[1974,1995]"
20063268,2006,Female,16,7,"(1995,2016]"
20100802,2010,Female,16,5,"(1995,2016]"
19891302,1989,Female,12,6,"[1974,1995]"
19910837,1991,Female,8,2,"[1974,1995]"
20080647,2008,Female,14,7,"(1995,2016]"
20061655,2006,Male,14,5,"(1995,2016]"
19980993,1998,Male,12,5,"(1995,2016]"
19820183,1982,Female,16,5,"[1974,1995]"
19960125,1996,Female,14,5,"(1995,2016]"
19960321,1996,Female,11,6,"(1995,2016]"
20101762,2010,Female,10,4,"(1995,2016]"
20161964,2016,Female,11,4,"(1995,2016]"
20081801,2008,Male,7,4,"(1995,2016]"
20162212,2016,Male,12,4,"(1995,2016]"
19821088,1982,Female,12,7,"[1974,1995]"
19821168,1982,Female,14,8,"[1974,1995]"
19820270,1982,Female,12,6,"[1974,1995]"
19760386,1976,Female,13,5,"[1974,1995]"
19780284,1978,Female,12,8,"[1974,1995]"
19840122,1984,Female,8,6,"[1974,1995]"
20000455,2000,Female,13,5,"(1995,2016]"
19840422,1984,Male,19,9,"[1974,1995]"
19760406,1976,Male,12,5,"[1974,1995]"
20120604,2012,Male,15,5,"(1995,2016]"
19840941,1984,Female,12,8,"[1974,1995]"
19760139,1976,Male,0,7,"[1974,1995]"
20062321,2006,Male,20,6,"(1995,2016]"
20042382,2004,Female,13,5,"(1995,2016]"
20000873,2000,Female,18,5,"(1995,2016]"
20041908,2004,Male,16,10,"(1995,2016]"
20140533,2014,Male,16,2,"(1995,2016]"
19740681,1974,Male,10,6,"[1974,1995]"
19780570,1978,Male,15,6,"[1974,1995]"
19941981,1994,Female,20,9,"[1974,1995]"
19820477,1982,Male,7,2,"[1974,1995]"
19820269,1982,Female,8,5,"[1974,1995]"
19872163,1987,Female,15,10,"[1974,1995]"
20140410,2014,Female,16,8,"(1995,2016]"
20142168,2014,Male,15,6,"(1995,2016]"
19820950,1982,Male,12,3,"[1974,1995]"
19981290,1998,Female,13,8,"(1995,2016]"
20000840,2000,Male,12,6,"(1995,2016]"
19823111,1982,Female,10,5,"[1974,1995]"
20161934,2016,Male,16,9,"(1995,2016]"
19872089,1987,Female,12,3,"[1974,1995]"
19891037,1989,Male,20,9,"[1974,1995]"
19940025,1994,Male,16,9,"[1974,1995]"
20100324,2010,Male,12,5,"(1995,2016]"
19870297,1987,Female,17,9,"[1974,1995]"
19981789,1998,Female,18,10,"(1995,2016]"
19781465,1978,Female,13,5,"[1974,1995]"
20160721,2016,Male,17,6,"(1995,2016]"
19870669,1987,Female,15,3,"[1974,1995]"
19981317,1998,Male,13,7,"(1995,2016]"
20081171,2008,Male,12,5,"(1995,2016]"
19870121,1987,Female,12,7,"[1974,1995]"
20140807,2014,Male,19,8,"(1995,2016]"
19840871,1984,Male,14,5,"[1974,1995]"
19940442,1994,Female,12,7,"[1974,1995]"
19890315,1989,Female,18,9,"[1974,1995]"
19962235,1996,Female,12,5,"(1995,2016]"
19980815,1998,Female,15,8,"(1995,2016]"
19840138,1984,Male,12,4,"[1974,1995]"
19840180,1984,Female,12,6,"[1974,1995]"
19890527,1989,Female,12,6,"[1974,1995]"
19930525,1993,Female,16,10,"[1974,1995]"
19980138,1998,Female,9,8,"(1995,2016]"
20162339,2016,Male,10,3,"(1995,2016]"
19781269,1978,Female,13,5,"[1974,1995]"
20063159,2006,Male,20,9,"(1995,2016]"
19940363,1994,Male,13,6,"[1974,1995]"
19823086,1982,Male,12,6,"[1974,1995]"
20121922,2012,Female,12,6,"(1995,2016]"
19761486,1976,Male,16,9,"[1974,1995]"
20040220,2004,Male,13,6,"(1995,2016]"
19740714,1974,Female,12,6,"[1974,1995]"
19900712,1990,Male,12,5,"[1974,1995]"
20101097,2010,Male,14,5,"(1995,2016]"
20121825,2012,Female,16,6,"(1995,2016]"
20160425,2016,Female,18,8,"(1995,2016]"
20002783,2000,Female,16,9,"(1995,2016]"
19780561,1978,Female,12,6,"[1974,1995]"
19930537,1993,Male,10,5,"[1974,1995]"
19901340,1990,Male,20,8,"[1974,1995]"
19780225,1978,Male,12,5,"[1974,1995]"
19841167,1984,Female,16,10,"[1974,1995]"
20040010,2004,Male,14,7,"(1995,2016]"
19891098,1989,Male,16,9,"[1974,1995]"
20063693,2006,Male,16,8,"(1995,2016]"
19900921,1990,Male,13,5,"[1974,1995]"
19821358,1982,Female,12,8,"[1974,1995]"
19761085,1976,Female,13,9,"[1974,1995]"
20040350,2004,Male,16,10,"(1995,2016]"
19881217,1988,Male,12,6,"[1974,1995]"
19980411,1998,Male,12,5,"(1995,2016]"
19761116,1976,Male,18,10,"[1974,1995]"
19780996,1978,Female,13,5,"[1974,1995]"
19870414,1987,Female,14,8,"[1974,1995]"
19910517,1991,Male,14,7,"[1974,1995]"
20140509,2014,Male,9,1,"(1995,2016]"
19781114,1978,Female,8,4,"[1974,1995]"
19820623,1982,Male,16,5,"[1974,1995]"
19741126,1974,Male,14,9,"[1974,1995]"
19890484,1989,Female,12,8,"[1974,1995]"
19822017,1982,Male,14,5,"[1974,1995]"
19820926,1982,Female,12,5,"[1974,1995]"
19890292,1989,Female,18,5,"[1974,1995]"
20000929,2000,Male,18,7,"(1995,2016]"
20000072,2000,Female,7,2,"(1995,2016]"
19910573,1991,Male,12,5,"[1974,1995]"
20121112,2012,Female,12,7,"(1995,2016]"
20160398,2016,Female,18,8,"(1995,2016]"
20101795,2010,Female,13,6,"(1995,2016]"
20041807,2004,Female,14,7,"(1995,2016]"
19962607,1996,Male,16,7,"(1995,2016]"
20162580,2016,Female,14,5,"(1995,2016]"
20061636,2006,Female,12,7,"(1995,2016]"
20063476,2006,Male,11,4,"(1995,2016]"
20062569,2006,Female,17,7,"(1995,2016]"
20162549,2016,Male,11,5,"(1995,2016]"
19940315,1994,Female,16,7,"[1974,1995]"
20140453,2014,Male,19,7,"(1995,2016]"
19780314,1978,Female,5,3,"[1974,1995]"
20100250,2010,Female,12,8,"(1995,2016]"
19890255,1989,Female,14,0,"[1974,1995]"
19940839,1994,Female,13,3,"[1974,1995]"
19740630,1974,Female,8,10,"[1974,1995]"
19820875,1982,Male,19,6,"[1974,1995]"
19962818,1996,Female,13,6,"(1995,2016]"
19761032,1976,Male,8,2,"[1974,1995]"
19980981,1998,Female,8,7,"(1995,2016]"
20120425,2012,Female,16,5,"(1995,2016]"
19982376,1998,Male,15,3,"(1995,2016]"
19761035,1976,Female,16,9,"[1974,1995]"
20081718,2008,Female,12,4,"(1995,2016]"
19931212,1993,Female,16,8,"[1974,1995]"
19781425,1978,Male,12,6,"[1974,1995]"
20002215,2000,Female,11,5,"(1995,2016]"
19891263,1989,Female,12,7,"[1974,1995]"
19931044,1993,Male,13,4,"[1974,1995]"
20063968,2006,Female,11,4,"(1995,2016]"
19840724,1984,Female,10,5,"[1974,1995]"
19840545,1984,Male,14,6,"[1974,1995]"
19840542,1984,Male,12,5,"[1974,1995]"
19820998,1982,Female,13,6,"[1974,1995]"
19900074,1990,Male,17,8,"[1974,1995]"
20162578,2016,Male,13,6,"(1995,2016]"
19780704,1978,Female,9,5,"[1974,1995]"
19910064,1991,Female,12,8,"[1974,1995]"
19760721,1976,Female,7,3,"[1974,1995]"
20140422,2014,Male,20,6,"(1995,2016]"
19931522,1993,Female,8,5,"[1974,1995]"
20101051,2010,Female,20,10,"(1995,2016]"
19981717,1998,Male,12,8,"(1995,2016]"
19981214,1998,Female,12,7,"(1995,2016]"
19881420,1988,Female,12,4,"[1974,1995]"
19961532,1996,Female,12,6,"(1995,2016]"
19822038,1982,Male,12,7,"[1974,1995]"
20081800,2008,Female,12,8,"(1995,2016]"
19740627,1974,Male,13,6,"[1974,1995]"
19880503,1988,Male,12,6,"[1974,1995]"
19962739,1996,Male,17,5,"(1995,2016]"
19900581,1990,Female,15,7,"[1974,1995]"
20120683,2012,Male,6,3,"(1995,2016]"
19781248,1978,Female,13,7,"[1974,1995]"
20062650,2006,Female,16,9,"(1995,2016]"
19982232,1998,Male,12,6,"(1995,2016]"
19960800,1996,Female,10,5,"(1995,2016]"
19781281,1978,Male,12,9,"[1974,1995]"
20160303,2016,Male,13,4,"(1995,2016]"
19871343,1987,Male,4,2,"[1974,1995]"
20162582,2016,Female,4,2,"(1995,2016]"
19962229,1996,Female,12,7,"(1995,2016]"
19881406,1988,Male,16,6,"[1974,1995]"
20081903,2008,Male,17,5,"(1995,2016]"
20140443,2014,Male,12,8,"(1995,2016]"
19760391,1976,Female,12,8,"[1974,1995]"
19760355,1976,Male,17,1,"[1974,1995]"
19741227,1974,Female,8,7,"[1974,1995]"
20100316,2010,Male,16,8,"(1995,2016]"
20120296,2012,Male,14,5,"(1995,2016]"
20080595,2008,Male,16,8,"(1995,2016]"
19870648,1987,Female,7,3,"[1974,1995]"
19941080,1994,Female,14,9,"[1974,1995]"
19910940,1991,Female,16,6,"[1974,1995]"
19880995,1988,Male,17,7,"[1974,1995]"
19823143,1982,Female,7,0,"[1974,1995]"
19840193,1984,Male,16,9,"[1974,1995]"
19871012,1987,Male,12,7,"[1974,1995]"
19760178,1976,Female,16,10,"[1974,1995]"
20142277,2014,Male,12,8,"(1995,2016]"
20121226,2012,Female,9,3,"(1995,2016]"
20081641,2008,Female,12,6,"(1995,2016]"
19820439,1982,Female,13,6,"[1974,1995]"
19840936,1984,Female,14,6,"[1974,1995]"
19890403,1989,Male,13,6,"[1974,1995]"
20001727,2000,Male,18,10,"(1995,2016]"
19890687,1989,Female,20,8,"[1974,1995]"
20160800,2016,Female,16,10,"(1995,2016]"
19910762,1991,Female,11,5,"[1974,1995]"
19931223,1993,Female,12,4,"[1974,1995]"
19940668,1994,Male,18,9,"[1974,1995]"
20060767,2006,Female,17,7,"(1995,2016]"
19760511,1976,Female,14,6,"[1974,1995]"
19840052,1984,Male,12,9,"[1974,1995]"
19962056,1996,Female,13,7,"(1995,2016]"
19761471,1976,Male,12,3,"[1974,1995]"
19871193,1987,Male,12,7,"[1974,1995]"
20161553,2016,Male,14,6,"(1995,2016]"
19931162,1993,Female,12,4,"[1974,1995]"
19962543,1996,Male,14,5,"(1995,2016]"
19820955,1982,Female,16,6,"[1974,1995]"
20162720,2016,Female,18,5,"(1995,2016]"
19961131,1996,Male,9,4,"(1995,2016]"
19900230,1990,Female,9,3,"[1974,1995]"
19940352,1994,Male,14,5,"[1974,1995]"
19872138,1987,Female,10,4,"[1974,1995]"
20041618,2004,Female,14,7,"(1995,2016]"
19890643,1989,Male,16,6,"[1974,1995]"
19941095,1994,Female,12,4,"[1974,1995]"
19780384,1978,Male,6,3,"[1974,1995]"
20062777,2006,Male,10,2,"(1995,2016]"
20160442,2016,Male,16,9,"(1995,2016]"
20042810,2004,Male,16,4,"(1995,2016]"
20064368,2006,Female,12,6,"(1995,2016]"
19942586,1994,Female,13,4,"[1974,1995]"
19931374,1993,Female,13,5,"[1974,1995]"
20000206,2000,Male,19,9,"(1995,2016]"
20001639,2000,Male,19,10,"(1995,2016]"
20120382,2012,Male,13,6,"(1995,2016]"
19962344,1996,Male,16,9,"(1995,2016]"
20161257,2016,Male,16,9,"(1995,2016]"
19961933,1996,Female,12,7,"(1995,2016]"
20140570,2014,Female,13,5,"(1995,2016]"
19941013,1994,Male,14,5,"[1974,1995]"
19740449,1974,Male,16,10,"[1974,1995]"
19760567,1976,Female,10,2,"[1974,1995]"
19961060,1996,Female,16,7,"(1995,2016]"
19940960,1994,Male,16,7,"[1974,1995]"
20161310,2016,Male,9,4,"(1995,2016]"
20121914,2012,Male,12,9,"(1995,2016]"
19891513,1989,Male,15,7,"[1974,1995]"
19910802,1991,Female,7,4,"[1974,1995]"
20160487,2016,Male,14,8,"(1995,2016]"
19740233,1974,Male,8,4,"[1974,1995]"
19821008,1982,Female,17,7,"[1974,1995]"
20000920,2000,Male,16,5,"(1995,2016]"
19820340,1982,Male,12,6,"[1974,1995]"
20100681,2010,Female,12,5,"(1995,2016]"
19931021,1993,Female,14,4,"[1974,1995]"
20162123,2016,Female,16,7,"(1995,2016]"
19890787,1989,Female,12,8,"[1974,1995]"
20061111,2006,Female,12,6,"(1995,2016]"
20140500,2014,Female,13,3,"(1995,2016]"
19761156,1976,Male,12,4,"[1974,1995]"
19960735,1996,Male,16,4,"(1995,2016]"
20141325,2014,Male,12,6,"(1995,2016]"
19961402,1996,Male,13,6,"(1995,2016]"
20121386,2012,Male,14,6,"(1995,2016]"
19881284,1988,Female,20,9,"[1974,1995]"
19741397,1974,Male,7,7,"[1974,1995]"
19840215,1984,Male,15,7,"[1974,1995]"
20101876,2010,Female,14,7,"(1995,2016]"
19982641,1998,Male,13,6,"(1995,2016]"
19930520,1993,Female,12,6,"[1974,1995]"
20040560,2004,Female,15,6,"(1995,2016]"
19760535,1976,Female,12,9,"[1974,1995]"
19910181,1991,Female,14,6,"[1974,1995]"
19760714,1976,Male,9,3,"[1974,1995]"
20063824,2006,Female,18,6,"(1995,2016]"
19740686,1974,Male,0,3,"[1974,1995]"
20000597,2000,Female,12,5,"(1995,2016]"
19982582,1998,Female,12,6,"(1995,2016]"
19760580,1976,Male,13,5,"[1974,1995]"
20064039,2006,Female,10,5,"(1995,2016]"
19871252,1987,Female,13,5,"[1974,1995]"
19981709,1998,Female,12,6,"(1995,2016]"
19981783,1998,Female,16,6,"(1995,2016]"
19870623,1987,Female,8,6,"[1974,1995]"
20120375,2012,Female,14,5,"(1995,2016]"
20121618,2012,Male,12,1,"(1995,2016]"
19961572,1996,Female,7,3,"(1995,2016]"
19841249,1984,Female,10,7,"[1974,1995]"
20061792,2006,Female,13,7,"(1995,2016]"
19780169,1978,Male,8,6,"[1974,1995]"
20162409,2016,Female,14,5,"(1995,2016]"
20121460,2012,Female,12,8,"(1995,2016]"
19962757,1996,Male,14,6,"(1995,2016]"
19881317,1988,Female,13,5,"[1974,1995]"
19942911,1994,Female,12,6,"[1974,1995]"
20040653,2004,Male,15,7,"(1995,2016]"
20040017,2004,Female,9,1,"(1995,2016]"
19822063,1982,Female,14,6,"[1974,1995]"
19761616,1976,Male,9,4,"[1974,1995]"
19780173,1978,Male,12,6,"[1974,1995]"
20141669,2014,Female,12,4,"(1995,2016]"
19880108,1988,Female,16,9,"[1974,1995]"
19740045,1974,Female,12,7,"[1974,1995]"
20081745,2008,Male,12,5,"(1995,2016]"
19840573,1984,Male,15,7,"[1974,1995]"
19840205,1984,Female,13,5,"[1974,1995]"
19981304,1998,Female,12,7,"(1995,2016]"
19760519,1976,Female,14,5,"[1974,1995]"
20142490,2014,Female,14,9,"(1995,2016]"
19982583,1998,Female,8,3,"(1995,2016]"
19841429,1984,Male,12,9,"[1974,1995]"
20064315,2006,Female,15,3,"(1995,2016]"
20060043,2006,Male,15,3,"(1995,2016]"
19930077,1993,Male,8,2,"[1974,1995]"
20080302,2008,Male,13,5,"(1995,2016]"
20121638,2012,Female,12,6,"(1995,2016]"
20002809,2000,Female,12,4,"(1995,2016]"
20142396,2014,Female,13,7,"(1995,2016]"
20101637,2010,Male,13,4,"(1995,2016]"
19960450,1996,Female,19,8,"(1995,2016]"
20061822,2006,Female,14,6,"(1995,2016]"
20001572,2000,Female,12,4,"(1995,2016]"
20120394,2012,Male,15,9,"(1995,2016]"
20060275,2006,Male,10,8,"(1995,2016]"
20161009,2016,Female,11,5,"(1995,2016]"
20100320,2010,Male,20,4,"(1995,2016]"
20001769,2000,Male,11,6,"(1995,2016]"
19900938,1990,Male,12,8,"[1974,1995]"
19891017,1989,Male,12,4,"[1974,1995]"
19820820,1982,Female,12,6,"[1974,1995]"
20161026,2016,Male,18,9,"(1995,2016]"
20141751,2014,Female,12,6,"(1995,2016]"
20101086,2010,Male,12,6,"(1995,2016]"
19942675,1994,Male,11,9,"[1974,1995]"
19981643,1998,Female,11,4,"(1995,2016]"
19890306,1989,Female,13,5,"[1974,1995]"
19981679,1998,Male,14,4,"(1995,2016]"
19941119,1994,Male,12,8,"[1974,1995]"
19761713,1976,Female,12,6,"[1974,1995]"
19890663,1989,Male,12,5,"[1974,1995]"
20160106,2016,Female,8,7,"(1995,2016]"
20120720,2012,Female,12,4,"(1995,2016]"
19781033,1978,Female,9,1,"[1974,1995]"
19940700,1994,Female,17,4,"[1974,1995]"
20120348,2012,Male,16,7,"(1995,2016]"
20100230,2010,Male,16,4,"(1995,2016]"
19911072,1991,Male,14,6,"[1974,1995]"
20061473,2006,Female,14,8,"(1995,2016]"
19910958,1991,Male,14,6,"[1974,1995]"
19881480,1988,Female,13,3,"[1974,1995]"
20120042,2012,Female,14,6,"(1995,2016]"
20101901,2010,Female,12,3,"(1995,2016]"
19872232,1987,Male,12,2,"[1974,1995]"
19761212,1976,Male,10,3,"[1974,1995]"
20080455,2008,Female,12,6,"(1995,2016]"
20100978,2010,Male,16,6,"(1995,2016]"
19870045,1987,Male,17,8,"[1974,1995]"
19740414,1974,Male,12,6,"[1974,1995]"
20061731,2006,Female,12,8,"(1995,2016]"
20042727,2004,Female,16,6,"(1995,2016]"
19820470,1982,Female,13,7,"[1974,1995]"
19780456,1978,Female,16,9,"[1974,1995]"
20121124,2012,Male,10,9,"(1995,2016]"
19962144,1996,Female,10,4,"(1995,2016]"
19900056,1990,Male,17,8,"[1974,1995]"
19781071,1978,Female,16,5,"[1974,1995]"
19780584,1978,Male,8,4,"[1974,1995]"
20000906,2000,Female,7,5,"(1995,2016]"
19760665,1976,Male,18,10,"[1974,1995]"
19761710,1976,Female,10,7,"[1974,1995]"
19741182,1974,Female,16,9,"[1974,1995]"
19981227,1998,Male,16,6,"(1995,2016]"
19961788,1996,Male,12,3,"(1995,2016]"
19740707,1974,Female,12,6,"[1974,1995]"
20041261,2004,Female,15,7,"(1995,2016]"
20080598,2008,Male,18,9,"(1995,2016]"
20141320,2014,Male,18,8,"(1995,2016]"
19871412,1987,Female,17,10,"[1974,1995]"
20140904,2014,Female,12,3,"(1995,2016]"
20042168,2004,Female,12,6,"(1995,2016]"
19962663,1996,Female,12,6,"(1995,2016]"
19930897,1993,Male,14,8,"[1974,1995]"
20141008,2014,Female,16,9,"(1995,2016]"
19841204,1984,Female,12,7,"[1974,1995]"
19780807,1978,Male,15,6,"[1974,1995]"
19942569,1994,Female,13,5,"[1974,1995]"
20121426,2012,Male,12,5,"(1995,2016]"
19930601,1993,Male,12,3,"[1974,1995]"
19820769,1982,Male,11,5,"[1974,1995]"
19781482,1978,Male,8,5,"[1974,1995]"
20081834,2008,Female,12,4,"(1995,2016]"
19780879,1978,Female,8,3,"[1974,1995]"
20120735,2012,Female,16,5,"(1995,2016]"
19980596,1998,Female,16,6,"(1995,2016]"
20042375,2004,Male,16,9,"(1995,2016]"
19900808,1990,Female,12,4,"[1974,1995]"
20120965,2012,Female,16,9,"(1995,2016]"
20001191,2000,Male,11,2,"(1995,2016]"
20101615,2010,Female,12,7,"(1995,2016]"
20121556,2012,Male,14,8,"(1995,2016]"
19981869,1998,Female,16,6,"(1995,2016]"
19761661,1976,Male,16,7,"[1974,1995]"
19870146,1987,Female,12,7,"[1974,1995]"
20141657,2014,Male,12,4,"(1995,2016]"
20001997,2000,Female,14,6,"(1995,2016]"
20081383,2008,Male,14,7,"(1995,2016]"
20141057,2014,Male,17,5,"(1995,2016]"
19781377,1978,Male,16,6,"[1974,1995]"
20142377,2014,Female,11,7,"(1995,2016]"
20100291,2010,Male,19,7,"(1995,2016]"
19930576,1993,Male,12,9,"[1974,1995]"
19870993,1987,Female,8,7,"[1974,1995]"
19881293,1988,Male,16,2,"[1974,1995]"
20001595,2000,Male,20,10,"(1995,2016]"
19960037,1996,Male,9,5,"(1995,2016]"
20081485,2008,Male,16,5,"(1995,2016]"
20042782,2004,Male,16,7,"(1995,2016]"
20161010,2016,Female,20,6,"(1995,2016]"
19961822,1996,Female,16,7,"(1995,2016]"
20101419,2010,Male,14,6,"(1995,2016]"
20001377,2000,Female,10,6,"(1995,2016]"
19980060,1998,Female,6,4,"(1995,2016]"
19890276,1989,Female,12,6,"[1974,1995]"
19960307,1996,Female,8,3,"(1995,2016]"
20000992,2000,Female,12,7,"(1995,2016]"
19872346,1987,Male,7,3,"[1974,1995]"
20161040,2016,Female,20,9,"(1995,2016]"
20061139,2006,Male,17,3,"(1995,2016]"
19780224,1978,Male,12,3,"[1974,1995]"
19780449,1978,Female,12,9,"[1974,1995]"
19910404,1991,Female,16,9,"[1974,1995]"
20162681,2016,Female,12,9,"(1995,2016]"
20101610,2010,Male,12,7,"(1995,2016]"
20160417,2016,Female,13,8,"(1995,2016]"
19780356,1978,Male,4,3,"[1974,1995]"
20061854,2006,Male,12,6,"(1995,2016]"
19760379,1976,Female,12,10,"[1974,1995]"
20081026,2008,Female,17,5,"(1995,2016]"
19780161,1978,Female,12,5,"[1974,1995]"
19820379,1982,Male,13,3,"[1974,1995]"
19900848,1990,Female,16,9,"[1974,1995]"
19890924,1989,Male,12,6,"[1974,1995]"
19820958,1982,Male,20,10,"[1974,1995]"
19823087,1982,Female,12,3,"[1974,1995]"
19890290,1989,Female,16,3,"[1974,1995]"
20162006,2016,Male,14,8,"(1995,2016]"
19942355,1994,Female,12,6,"[1974,1995]"
20140740,2014,Female,12,6,"(1995,2016]"
19760587,1976,Female,11,6,"[1974,1995]"
20120943,2012,Male,14,8,"(1995,2016]"
20141072,2014,Male,19,9,"(1995,2016]"
20160956,2016,Male,12,5,"(1995,2016]"
20041612,2004,Male,16,7,"(1995,2016]"
20142030,2014,Female,11,5,"(1995,2016]"
19820473,1982,Female,18,7,"[1974,1995]"
20064219,2006,Male,12,5,"(1995,2016]"
20141394,2014,Female,10,4,"(1995,2016]"
20162419,2016,Female,20,8,"(1995,2016]"
19741242,1974,Male,12,9,"[1974,1995]"
19911129,1991,Female,11,6,"[1974,1995]"
20162397,2016,Male,12,6,"(1995,2016]"
20002727,2000,Female,13,5,"(1995,2016]"
19760431,1976,Male,5,3,"[1974,1995]"
19941756,1994,Female,15,9,"[1974,1995]"
19871248,1987,Male,12,2,"[1974,1995]"
19841094,1984,Female,13,6,"[1974,1995]"
19840134,1984,Male,12,6,"[1974,1995]"
20120558,2012,Female,10,3,"(1995,2016]"
20061047,2006,Female,15,4,"(1995,2016]"
19900925,1990,Female,12,7,"[1974,1995]"
20161696,2016,Female,12,7,"(1995,2016]"
20162853,2016,Female,12,7,"(1995,2016]"
19881441,1988,Female,7,6,"[1974,1995]"
19942565,1994,Female,12,4,"[1974,1995]"
20120743,2012,Male,14,4,"(1995,2016]"
20061983,2006,Male,16,6,"(1995,2016]"
20141473,2014,Male,11,5,"(1995,2016]"
19820235,1982,Female,12,6,"[1974,1995]"
19942656,1994,Male,12,6,"[1974,1995]"
20142342,2014,Female,14,5,"(1995,2016]"
20002418,2000,Female,12,6,"(1995,2016]"
20081428,2008,Female,12,5,"(1995,2016]"
19911501,1991,Female,14,5,"[1974,1995]"
20064440,2006,Male,15,6,"(1995,2016]"
19980924,1998,Male,14,4,"(1995,2016]"
20062127,2006,Female,12,8,"(1995,2016]"
19880466,1988,Male,12,4,"[1974,1995]"
19961764,1996,Male,13,6,"(1995,2016]"
19872022,1987,Male,13,5,"[1974,1995]"
19891105,1989,Male,15,6,"[1974,1995]"
20121712,2012,Male,18,10,"(1995,2016]"
19880801,1988,Female,14,4,"[1974,1995]"
20162762,2016,Male,8,5,"(1995,2016]"
19930079,1993,Female,12,6,"[1974,1995]"
19870446,1987,Female,12,5,"[1974,1995]"
20000638,2000,Female,7,7,"(1995,2016]"
19942335,1994,Male,12,7,"[1974,1995]"
20160129,2016,Female,16,7,"(1995,2016]"
19760162,1976,Male,12,8,"[1974,1995]"
19871101,1987,Female,16,6,"[1974,1995]"
19961458,1996,Male,13,6,"(1995,2016]"
19780917,1978,Female,9,9,"[1974,1995]"
19980433,1998,Female,14,6,"(1995,2016]"
20162576,2016,Female,12,7,"(1995,2016]"
20160939,2016,Female,18,7,"(1995,2016]"
19761240,1976,Female,12,7,"[1974,1995]"
19820064,1982,Male,12,4,"[1974,1995]"
20121198,2012,Male,14,6,"(1995,2016]"
20121365,2012,Male,12,6,"(1995,2016]"
19820399,1982,Female,11,3,"[1974,1995]"
19962100,1996,Female,12,4,"(1995,2016]"
20100514,2010,Female,15,9,"(1995,2016]"
19890512,1989,Female,16,5,"[1974,1995]"
20001977,2000,Female,14,8,"(1995,2016]"
20081865,2008,Male,13,6,"(1995,2016]"
19900319,1990,Female,13,10,"[1974,1995]"
19871007,1987,Female,18,3,"[1974,1995]"
19910978,1991,Female,11,3,"[1974,1995]"
19900421,1990,Male,16,9,"[1974,1995]"
20101289,2010,Male,16,7,"(1995,2016]"
19910664,1991,Female,12,7,"[1974,1995]"
19961106,1996,Female,12,2,"(1995,2016]"
19741015,1974,Male,12,6,"[1974,1995]"
19961255,1996,Female,15,10,"(1995,2016]"
20042417,2004,Female,12,6,"(1995,2016]"
19900407,1990,Male,18,10,"[1974,1995]"
19960892,1996,Male,12,5,"(1995,2016]"
20062641,2006,Female,16,8,"(1995,2016]"
19981758,1998,Female,10,7,"(1995,2016]"
19942724,1994,Female,11,5,"[1974,1995]"
19870899,1987,Male,14,4,"[1974,1995]"
19871357,1987,Female,14,5,"[1974,1995]"
19940486,1994,Female,14,6,"[1974,1995]"
20121615,2012,Male,16,6,"(1995,2016]"
19821362,1982,Female,12,6,"[1974,1995]"
19900043,1990,Male,16,9,"[1974,1995]"
19910208,1991,Female,14,9,"[1974,1995]"
19841464,1984,Male,14,10,"[1974,1995]"
19760404,1976,Male,16,7,"[1974,1995]"
19881014,1988,Female,9,8,"[1974,1995]"
19822069,1982,Female,15,9,"[1974,1995]"
20100921,2010,Female,16,10,"(1995,2016]"
19901033,1990,Female,15,5,"[1974,1995]"
19880206,1988,Male,16,8,"[1974,1995]"
19840459,1984,Female,12,5,"[1974,1995]"
